"Status","Progress","Duration (in seconds)","Finished","C_Message Rank_1","C_Message Rank_4","C_Message Rank_5","C_Message Rank_6","C_Message Rank_7","C_Message Rank_9","C_Message Rank_11","C_Message Rank_12","C_Message Rank_13","C_Message Rank_14","C_Message Rank_15","C_Message Rank_16","C_Message Rank_17","C_Message Rank_18","C_Message Rank_19","C_Message Rank_20","C_Message Rank_21","C_Message Rank_22","C_Message Rank_35","C_Message Rank_24","C_Message Rank_25","C_Message Rank_26","C_Message Rank_27","C_Message Rank_28","C_Message Rank_29","C_Message Rank_30","C_Message Rank_31","C_Message Rank_32","C_Message Rank_23","C_Message Rank_36","C_Dis_AI_1","C_Dis_AI_2","C_Dis_AI_3","C_Dis_AI_4","C_Dis_AI_5","C_Dis_AI_6","C_Dis_AI_7","C_Dis_AI_8","C_Dis_AI_9","C_Dis_AI_10","C_Dis_AI_11","C_Dis_AI_12","C_Dis_AI_13","C_Dis_AI_14","C_Dis_AI_15","C_Dis_hum_1","C_Dis_hum_2","C_Dis_hum_3","C_Dis_hum_4","C_Dis_hum_5","C_Dis_hum_6","C_Dis_hum_7","C_Dis_hum_8","C_Dis_hum_9","C_Dis_hum_10","C_Dis_hum_11","C_Dis_hum_12","C_Dis_hum_13","C_Dis_hum_14","C_Dis_hum_15","C_Con_AI_1","C_Con_AI_2","C_Con_AI_3","C_Con_AI_4","C_Con_AI_5","C_Con_AI_6","C_Con_AI_7","C_Con_AI_8","C_Con_AI_9","C_Con_AI_10","C_Con_AI_11","C_Con_AI_12","C_Con_AI_13","C_Con_AI_14","C_Con_AI_15","C_Con_hum_1","C_Con_hum_2","C_Con_hum_3","C_Con_hum_4","C_Con_hum_5","C_Con_hum_6","C_Con_hum_7","C_Con_hum_8","C_Con_hum_9","C_Con_hum_10","C_Con_hum_11","C_Con_hum_12","C_Con_hum_13","C_Con_hum_14","C_Con_hum_15","C_Unp_AI_1","C_Unp_AI_2","C_Unp_AI_3","C_Unp_AI_4","C_Unp_AI_5","C_Unp_AI_6","C_Unp_AI_7","C_Unp_AI_8","C_Unp_AI_9","C_Unp_AI_10","C_Unp_AI_11","C_Unp_AI_12","C_Unp_AI_13","C_Unp_AI_14","C_Unp_AI_15","C_Unp_hum_1","C_Unp_hum_2","C_Unp_hum_3","C_Unp_hum_4","C_Unp_hum_5","C_Unp_hum_6","C_Unp_hum_7","C_Unp_hum_8","C_Unp_hum_9","C_Unp_hum_10","C_Unp_hum_11","C_Unp_hum_12","C_Unp_hum_13","C_Unp_hum_14","C_Unp_hum_15","C_Lapp_AI_1","C_Lapp_AI_2","C_Lapp_AI_3","C_Lapp_AI_4","C_Lapp_AI_5","C_Lapp_AI_6","C_Lapp_AI_7","C_Lapp_AI_8","C_Lapp_AI_9","C_Lapp_AI_10","C_Lapp_AI_11","C_Lapp_AI_12","C_Lapp_AI_13","C_Lapp_AI_14","C_Lapp_AI_15","C_Lapp_hum_1","C_Lapp_hum_2","C_Lapp_hum_3","C_Lapp_hum_4","C_Lapp_hum_5","C_Lapp_hum_6","C_Lapp_hum_7","C_Lapp_hum_8","C_Lapp_hum_9","C_Lapp_hum_10","C_Lapp_hum_11","C_Lapp_hum_12","C_Lapp_hum_13","C_Lapp_hum_14","C_Lapp_hum_15","T_Message Ranking_1","T_Message Ranking_4","T_Message Ranking_5","T_Message Ranking_6","T_Message Ranking_7","T_Message Ranking_9","T_Message Ranking_11","T_Message Ranking_12","T_Message Ranking_13","T_Message Ranking_14","T_Message Ranking_15","T_Message Ranking_16","T_Message Ranking_17","T_Message Ranking_18","T_Message Ranking_19","T_Message Ranking_20","T_Message Ranking_21","T_Message Ranking_22","T_Message Ranking_35","T_Message Ranking_24","T_Message Ranking_25","T_Message Ranking_26","T_Message Ranking_27","T_Message Ranking_28","T_Message Ranking_29","T_Message Ranking_30","T_Message Ranking_31","T_Message Ranking_32","T_Message Ranking_23","T_Message Ranking_36","T_Dis_AI_1","T_Dis_AI_2","T_Dis_AI_3","T_Dis_AI_4","T_Dis_AI_5","T_Dis_AI_6","T_Dis_AI_7","T_Dis_AI_8","T_Dis_AI_9","T_Dis_AI_10","T_Dis_AI_11","T_Dis_AI_12","T_Dis_AI_13","T_Dis_AI_14","T_Dis_AI_15","T_Dis_hum_1","T_Dis_hum_2","T_Dis_hum_3","T_Dis_hum_4","T_Dis_hum_5","T_Dis_hum_6","T_Dis_hum_7","T_Dis_hum_8","T_Dis_hum_9","T_Dis_hum_10","T_Dis_hum_11","T_Dis_hum_12","T_Dis_hum_13","T_Dis_hum_14","T_Dis_hum_15","T_Con_AI_1","T_Con_AI_2","T_Con_AI_3","T_Con_AI_4","T_Con_AI_5","T_Con_AI_6","T_Con_AI_7","T_Con_AI_8","T_Con_AI_9","T_Con_AI_10","T_Con_AI_11","T_Con_AI_12","T_Con_AI_13","T_Con_AI_14","T_Con_AI_15","T_Con_hum_1","T_Con_hum_2","T_Con_hum_3","T_Con_hum_4","T_Con_hum_5","T_Con_hum_6","T_Con_hum_7","T_Con_hum_8","T_Con_hum_9","T_Con_hum_10","T_Con_hum_11","T_Con_hum_12","T_Con_hum_13","T_Con_hum_14","T_Con_hum_15","T_Unp_AI_1","T_Unp_AI_2","T_Unp_AI_3","T_Unp_AI_4","T_Unp_AI_5","T_Unp_AI_6","T_Unp_AI_7","T_Unp_AI_8","T_Unp_AI_9","T_Unp_AI_10","T_Unp_AI_11","T_Unp_AI_12","T_Unp_AI_13","T_Unp_AI_14","T_Unp_AI_15","T_Unp_hum_1","T_Unp_hum_2","T_Unp_hum_3","T_Unp_hum_4","T_Unp_hum_5","T_Unp_hum_6","T_Unp_hum_7","T_Unp_hum_8","T_Unp_hum_9","T_Unp_hum_10","T_Unp_hum_11","T_Unp_hum_12","T_Unp_hum_13","T_Unp_hum_14","T_Unp_hum_15","T_Lapp_AI_1","T_Lapp_AI_2","T_Lapp_AI_3","T_Lapp_AI_4","T_Lapp_AI_5","T_Lapp_AI_6","T_Lapp_AI_7","T_Lapp_AI_8","T_Lapp_AI_9","T_Lapp_AI_10","T_Lapp_AI_11","T_Lapp_AI_12","T_Lapp_AI_13","T_Lapp_AI_14","T_Lapp_AI_15","T_Lapp_hum_1","T_Lapp_hum_2","T_Lapp_hum_3","T_Lapp_hum_4","T_Lapp_hum_5","T_Lapp_hum_6","T_Lapp_hum_7","T_Lapp_hum_8","T_Lapp_hum_9","T_Lapp_hum_10","T_Lapp_hum_11","T_Lapp_hum_12","T_Lapp_hum_13","T_Lapp_hum_14","T_Lapp_hum_15","Age","Sex"
"0","100","2488","1","26","28","27","16","13","14","12","20","3","17","10","25","2","6","15","7","11","30","21","23","5","9","8","29","1","18","4","22","19","24","4","4","4","4","4","4","5","4","3","4","5","1","5","4","5","4","4","3","4","5","5","4","3","4","3","4","4","4","2","4","4","3","5","4","4","4","4","4","3","5","3","1","5","5","4","2","4","3","4","5","4","2","3","3","2","3","3","4","3","3","5","3","4","3","3","4","4","5","4","4","3","4","4","3","4","4","4","4","4","4","4","3","3","4","3","4","3","5","4","4","5","3","4","4","4","4","3","5","2","4","3","2","4","4","4","2","3","5","4","4","2","2","3","4","3","4","3","2","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Male"
"0","100","247","1","16","20","8","27","1","15","21","10","3","6","22","19","5","7","14","2","23","30","12","26","9","11","24","29","17","25","18","28","4","13","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","4","3","4","3","4","4","3","4","3","3","3","3","4","4","3","3","3","4","2","3","3","4","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","1615","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","5","7","10","16","19","12","11","23","15","24","21","8","3","26","17","27","20","4","13","28","18","6","14","22","9","29","30","25","5","5","5","5","5","5","5","4","5","4","5","3","5","4","4","3","4","4","4","5","5","3","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","4","5","3","3","5","5","4","4","2","4","3","4","2","4","5","4","4","5","5","4","3","5","5","5","5","5","5","5","5","5","4","5","3","5","5","5","4","4","4","5","5","5","4","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","3","5","5","5","5","5","2","5","4","5","4","5","5","3","3","21","Female"
"0","100","2042","1","28","14","17","9","16","23","25","3","19","1","26","21","15","7","6","30","22","5","4","24","2","11","27","18","10","12","20","29","8","13","5","4","3","4","5","5","5","5","5","5","5","2","5","5","5","3","4","4","5","3","4","5","4","4","5","5","5","3","3","4","5","5","5","4","4","4","3","4","4","4","4","4","4","5","4","4","4","3","5","5","3","5","4","5","4","4","4","4","5","5","5","2","4","5","3","4","5","4","4","3","3","4","3","3","4","3","4","4","4","5","4","3","4","4","3","4","5","4","4","4","3","4","3","4","4","3","4","4","4","4","5","5","5","4","2","3","4","4","4","4","4","5","4","5","4","4","4","4","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","1017","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","3","16","21","26","8","11","23","10","25","20","17","2","14","5","22","30","24","12","15","9","28","19","7","18","6","13","29","27","4","5","4","4","4","5","4","4","3","3","4","4","4","5","4","4","5","4","3","5","5","5","4","5","4","3","5","4","5","4","4","5","3","4","4","5","4","4","4","5","4","3","3","4","5","5","5","5","3","5","4","5","4","4","4","4","4","5","4","4","4","4","4","4","4","4","3","5","4","4","4","3","3","4","4","5","5","3","4","4","5","4","5","5","5","4","4","4","4","3","4","2","4","5","4","5","3","4","4","4","5","3","4","4","4","5","3","4","4","4","2","2","4","4","5","4","4","3","4","3","21","Female"
"0","100","694","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","7","22","2","13","1","17","4","6","25","12","30","9","5","8","27","23","26","19","15","11","29","28","21","24","3","18","10","20","16","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","19","Female"
"0","100","1097","1","2","28","4","20","3","5","12","7","19","14","15","8","24","30","29","16","27","6","25","18","17","21","10","11","9","26","22","23","1","13","4","5","4","5","5","5","5","4","5","5","5","4","5","5","5","4","5","4","5","5","5","3","4","5","5","3","5","4","5","5","5","4","4","5","5","5","5","4","5","4","5","2","4","5","4","4","5","4","5","5","2","5","5","4","4","4","3","2","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","5","5","4","5","5","5","5","5","4","4","4","5","4","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","Female"
"0","100","1486","1","7","28","11","6","5","10","15","1","3","9","2","22","8","25","16","21","4","27","13","19","17","29","20","26","23","18","12","30","14","24","5","5","4","4","5","5","5","5","5","5","5","2","5","3","4","4","5","2","4","5","4","4","4","4","5","5","5","2","5","3","4","5","4","5","4","5","4","4","5","4","3","2","5","2","3","4","4","4","5","5","5","2","4","5","5","5","5","2","4","4","5","5","4","5","5","5","5","4","5","4","5","4","4","4","5","4","5","3","5","5","5","3","4","4","5","5","5","2","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","3","5","5","5","4","4","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","Female"
"0","100","4867","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","27","26","9","6","10","2","14","7","4","13","30","5","12","8","19","25","29","22","1","3","28","15","11","17","23","24","18","21","20","4","4","3","5","4","5","5","4","4","5","5","2","4","3","5","2","3","2","5","4","4","1","5","5","2","2","5","2","3","3","3","4","3","5","4","5","4","3","4","4","4","1","4","3","3","2","3","2","4","4","4","2","3","4","3","3","4","3","3","3","4","4","3","5","4","4","4","3","3","3","4","1","3","3","4","2","3","2","4","4","4","2","4","4","3","2","3","4","2","3","3","4","3","5","4","5","4","3","4","4","5","2","3","4","4","2","4","2","4","4","4","2","4","4","3","3","4","4","3","3","20","Female"
"0","100","388","1","29","6","21","9","22","10","27","7","3","2","23","11","30","15","8","12","1","25","13","18","5","14","4","19","26","20","17","24","28","16","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","3","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","Male"
"0","100","903","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","9","18","5","26","12","16","19","14","24","1","15","11","10","22","28","3","23","21","4","2","29","20","13","17","7","8","25","30","27","4","4","4","3","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","4","5","5","5","4","5","3","5","4","5","2","4","5","4","5","4","1","5","5","2","4","5","4","5","5","5","4","5","3","3","3","4","5","3","5","3","5","4","3","5","3","3","4","3","4","4","3","5","5","4","5","4","4","5","5","5","3","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","22","Female"
"0","100","722","1","18","13","21","12","5","1","19","16","3","8","4","30","28","27","11","29","26","25","9","20","22","6","10","7","15","24","14","17","2","23","2","3","2","5","3","4","3","4","5","5","3","3","3","3","3","3","4","4","3","2","3","4","3","5","5","5","5","2","5","3","3","4","4","5","4","4","3","4","5","4","3","2","4","3","4","3","3","2","4","3","4","5","4","5","5","5","5","3","5","3","2","4","1","5","4","3","4","3","5","3","4","1","2","2","3","2","2","4","4","3","3","4","4","5","5","5","5","3","5","2","4","5","3","5","5","5","5","4","5","4","4","3","4","3","4","4","3","3","4","4","4","5","4","5","5","5","5","4","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","709","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","22","17","24","12","18","13","6","25","7","23","30","4","26","5","14","9","29","19","27","11","15","21","2","16","1","3","28","10","20","4","4","5","4","4","5","5","5","3","4","4","5","4","4","4","3","4","4","5","4","4","3","5","5","4","4","4","4","5","4","5","4","5","5","4","5","5","5","4","5","5","4","3","5","5","4","5","4","4","4","5","5","5","4","5","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","5","4","4","4","4","4","4","5","5","5","4","4","4","5","4","2","3","4","4","2","5","5","5","2","5","4","5","5","5","5","4","20","Female"
