Participant,Experimental_Group,recruitment_platform,Negative_attitudes,Effects_Perception
46,Not Disclosed,Prolific,3.625,5
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,3.666666667
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,4
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,4
46,Not Disclosed,Prolific,3.625,4
46,Not Disclosed,Prolific,3.625,2.333333333
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,4
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,2.333333333
46,Not Disclosed,Prolific,3.625,3.333333333
46,Not Disclosed,Prolific,3.625,4.333333333
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,2.333333333
46,Not Disclosed,Prolific,3.625,5
46,Not Disclosed,Prolific,3.625,3
46,Not Disclosed,Prolific,3.625,4.666666667
46,Not Disclosed,Prolific,3.625,3.666666667
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,4.666666667
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,4
47,Disclosed,Prolific,3,4.666666667
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,5
47,Disclosed,Prolific,3,4.666666667
47,Disclosed,Prolific,3,4.666666667
47,Disclosed,Prolific,3,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,3.333333333
48,Disclosed,Prolific,1.625,3.333333333
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,4.666666667
48,Disclosed,Prolific,1.625,4.666666667
48,Disclosed,Prolific,1.625,2.333333333
48,Disclosed,Prolific,1.625,3
48,Disclosed,Prolific,1.625,4.333333333
48,Disclosed,Prolific,1.625,4.666666667
48,Disclosed,Prolific,1.625,2.666666667
48,Disclosed,Prolific,1.625,4
48,Disclosed,Prolific,1.625,3.333333333
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,4
48,Disclosed,Prolific,1.625,4.666666667
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,3.333333333
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,4.666666667
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,2.666666667
48,Disclosed,Prolific,1.625,5
48,Disclosed,Prolific,1.625,2.666666667
49,Disclosed,Prolific,3.25,2
49,Disclosed,Prolific,3.25,2.666666667
49,Disclosed,Prolific,3.25,2.666666667
49,Disclosed,Prolific,3.25,5
49,Disclosed,Prolific,3.25,3
49,Disclosed,Prolific,3.25,3
49,Disclosed,Prolific,3.25,4.666666667
49,Disclosed,Prolific,3.25,2
49,Disclosed,Prolific,3.25,4.666666667
49,Disclosed,Prolific,3.25,2.333333333
49,Disclosed,Prolific,3.25,5
49,Disclosed,Prolific,3.25,1.333333333
49,Disclosed,Prolific,3.25,1.666666667
49,Disclosed,Prolific,3.25,1.666666667
49,Disclosed,Prolific,3.25,2.666666667
49,Disclosed,Prolific,3.25,2.666666667
49,Disclosed,Prolific,3.25,3.666666667
49,Disclosed,Prolific,3.25,2.333333333
49,Disclosed,Prolific,3.25,4
49,Disclosed,Prolific,3.25,3
49,Disclosed,Prolific,3.25,4
49,Disclosed,Prolific,3.25,3
49,Disclosed,Prolific,3.25,3
49,Disclosed,Prolific,3.25,3.333333333
49,Disclosed,Prolific,3.25,3.333333333
49,Disclosed,Prolific,3.25,4
49,Disclosed,Prolific,3.25,5
49,Disclosed,Prolific,3.25,1.333333333
49,Disclosed,Prolific,3.25,5
49,Disclosed,Prolific,3.25,3.333333333
50,Disclosed,Prolific,3.75,4.333333333
50,Disclosed,Prolific,3.75,4.666666667
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,2.333333333
50,Disclosed,Prolific,3.75,4.666666667
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,4.666666667
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,4.333333333
50,Disclosed,Prolific,3.75,3
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,3.666666667
50,Disclosed,Prolific,3.75,4.666666667
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,4.666666667
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,5
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,4
50,Disclosed,Prolific,3.75,4.666666667
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,4.333333333
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,4.666666667
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,4
51,Not Disclosed,Prolific,2.875,3.666666667
51,Not Disclosed,Prolific,2.875,4.666666667
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,5
51,Not Disclosed,Prolific,2.875,4.666666667
51,Not Disclosed,Prolific,2.875,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,4.666666667
52,Not Disclosed,Prolific,3.375,4.333333333
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,4.333333333
52,Not Disclosed,Prolific,3.375,4
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,4.666666667
52,Not Disclosed,Prolific,3.375,4.666666667
52,Not Disclosed,Prolific,3.375,4
52,Not Disclosed,Prolific,3.375,1.333333333
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,1
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,4.666666667
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,1.666666667
52,Not Disclosed,Prolific,3.375,5
52,Not Disclosed,Prolific,3.375,1
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,1.333333333
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,3.666666667
53,Not Disclosed,Prolific,1.75,4.666666667
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,3.666666667
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,4
53,Not Disclosed,Prolific,1.75,4
53,Not Disclosed,Prolific,1.75,1.666666667
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,2.333333333
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,2
53,Not Disclosed,Prolific,1.75,2
53,Not Disclosed,Prolific,1.75,1.333333333
53,Not Disclosed,Prolific,1.75,4
53,Not Disclosed,Prolific,1.75,2.333333333
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,2
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,4.333333333
53,Not Disclosed,Prolific,1.75,4
53,Not Disclosed,Prolific,1.75,2.666666667
53,Not Disclosed,Prolific,1.75,3
53,Not Disclosed,Prolific,1.75,1.666666667
54,Disclosed,Prolific,4,3
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,3
54,Disclosed,Prolific,4,4.666666667
54,Disclosed,Prolific,4,3.666666667
54,Disclosed,Prolific,4,4
54,Disclosed,Prolific,4,4.333333333
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,4
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,4
54,Disclosed,Prolific,4,2.333333333
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,3.333333333
54,Disclosed,Prolific,4,3
54,Disclosed,Prolific,4,2.666666667
54,Disclosed,Prolific,4,2.666666667
54,Disclosed,Prolific,4,4.333333333
54,Disclosed,Prolific,4,2.333333333
54,Disclosed,Prolific,4,4
54,Disclosed,Prolific,4,2.666666667
54,Disclosed,Prolific,4,2.666666667
54,Disclosed,Prolific,4,2.666666667
54,Disclosed,Prolific,4,4.333333333
54,Disclosed,Prolific,4,4.333333333
54,Disclosed,Prolific,4,4.666666667
54,Disclosed,Prolific,4,2.333333333
54,Disclosed,Prolific,4,3
54,Disclosed,Prolific,4,1.666666667
55,Disclosed,Prolific,3.375,3.333333333
55,Disclosed,Prolific,3.375,2.333333333
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.333333333
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,4
55,Disclosed,Prolific,3.375,3.333333333
55,Disclosed,Prolific,3.375,3.333333333
55,Disclosed,Prolific,3.375,4
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,3.333333333
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,3.333333333
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,3
55,Disclosed,Prolific,3.375,3.666666667
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.333333333
55,Disclosed,Prolific,3.375,2.666666667
55,Disclosed,Prolific,3.375,2.666666667
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,3.333333333
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,2.333333333
56,Disclosed,Prolific,2.875,3.333333333
56,Disclosed,Prolific,2.875,3.333333333
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,3.333333333
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,3.333333333
56,Disclosed,Prolific,2.875,3.666666667
56,Disclosed,Prolific,2.875,4
56,Disclosed,Prolific,2.875,3.666666667
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,5
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,3
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,4.666666667
57,Disclosed,Prolific,3.25,4.666666667
57,Disclosed,Prolific,3.25,4.666666667
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,4.666666667
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4.666666667
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,3.666666667
57,Disclosed,Prolific,3.25,4.333333333
57,Disclosed,Prolific,3.25,4
57,Disclosed,Prolific,3.25,4
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,3.666666667
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,3.666666667
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,4.666666667
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,2.666666667
58,Not Disclosed,Prolific,3.25,4
58,Not Disclosed,Prolific,3.25,2
58,Not Disclosed,Prolific,3.25,3.666666667
58,Not Disclosed,Prolific,3.25,3
58,Not Disclosed,Prolific,3.25,3.666666667
58,Not Disclosed,Prolific,3.25,2
58,Not Disclosed,Prolific,3.25,3.333333333
58,Not Disclosed,Prolific,3.25,3
58,Not Disclosed,Prolific,3.25,4.666666667
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,4.666666667
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,4.333333333
58,Not Disclosed,Prolific,3.25,4
58,Not Disclosed,Prolific,3.25,3.666666667
58,Not Disclosed,Prolific,3.25,5
58,Not Disclosed,Prolific,3.25,4
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.333333333
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,3.666666667
59,Not Disclosed,Prolific,1.125,4.333333333
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,3
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.666666667
59,Not Disclosed,Prolific,1.125,5
59,Not Disclosed,Prolific,1.125,4.666666667
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,3.333333333
60,Disclosed,Prolific,2.625,4.666666667
60,Disclosed,Prolific,2.625,5
60,Disclosed,Prolific,2.625,4.666666667
60,Disclosed,Prolific,2.625,4.333333333
60,Disclosed,Prolific,2.625,5
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,4.333333333
60,Disclosed,Prolific,2.625,5
60,Disclosed,Prolific,2.625,2.666666667
60,Disclosed,Prolific,2.625,3.333333333
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,4.666666667
60,Disclosed,Prolific,2.625,2.666666667
60,Disclosed,Prolific,2.625,2
60,Disclosed,Prolific,2.625,2
60,Disclosed,Prolific,2.625,5
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,2
60,Disclosed,Prolific,2.625,4.333333333
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,4
60,Disclosed,Prolific,2.625,3.333333333
60,Disclosed,Prolific,2.625,5
60,Disclosed,Prolific,2.625,2.333333333
60,Disclosed,Prolific,2.625,1.666666667
60,Disclosed,Prolific,2.625,1.333333333
61,Not Disclosed,Prolific,3.25,5
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,4
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,3.333333333
61,Not Disclosed,Prolific,3.25,4
61,Not Disclosed,Prolific,3.25,3.333333333
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,1.333333333
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,3.333333333
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,4.666666667
61,Not Disclosed,Prolific,3.25,4.333333333
61,Not Disclosed,Prolific,3.25,3.666666667
61,Not Disclosed,Prolific,3.25,3.333333333
61,Not Disclosed,Prolific,3.25,4
62,Disclosed,Prolific,1.125,3
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,3
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,3.333333333
62,Disclosed,Prolific,1.125,2.333333333
62,Disclosed,Prolific,1.125,1.333333333
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,3
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,1
62,Disclosed,Prolific,1.125,3
62,Disclosed,Prolific,1.125,2
62,Disclosed,Prolific,1.125,3
62,Disclosed,Prolific,1.125,3.333333333
62,Disclosed,Prolific,1.125,2.666666667
62,Disclosed,Prolific,1.125,3.666666667
62,Disclosed,Prolific,1.125,1.666666667
62,Disclosed,Prolific,1.125,1.333333333
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,4.666666667
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,4
63,Not Disclosed,Prolific,3.125,4.666666667
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,4.666666667
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,4
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,4.666666667
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
63,Not Disclosed,Prolific,3.125,5
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.666666667
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,2.666666667
64,Disclosed,Prolific,2.875,3.666666667
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.666666667
64,Disclosed,Prolific,2.875,3.666666667
64,Disclosed,Prolific,2.875,3
64,Disclosed,Prolific,2.875,2.666666667
64,Disclosed,Prolific,2.875,3.666666667
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.333333333
64,Disclosed,Prolific,2.875,4
64,Disclosed,Prolific,2.875,3.666666667
65,Disclosed,Prolific,2.125,2.666666667
65,Disclosed,Prolific,2.125,2.666666667
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,4.333333333
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,4.666666667
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,3.333333333
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,2.666666667
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,3
65,Disclosed,Prolific,2.125,2
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,2.666666667
65,Disclosed,Prolific,2.125,2
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,4
65,Disclosed,Prolific,2.125,4.666666667
65,Disclosed,Prolific,2.125,4.666666667
65,Disclosed,Prolific,2.125,3.333333333
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,4.333333333
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,1.666666667
65,Disclosed,Prolific,2.125,5
65,Disclosed,Prolific,2.125,2
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,3.333333333
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,3.333333333
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4.333333333
66,Not Disclosed,Prolific,2.875,3
66,Not Disclosed,Prolific,2.875,4.333333333
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4.333333333
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,3
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,4.666666667
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,3
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,3.333333333
66,Not Disclosed,Prolific,2.875,4.333333333
66,Not Disclosed,Prolific,2.875,4
66,Not Disclosed,Prolific,2.875,3.333333333
66,Not Disclosed,Prolific,2.875,3.666666667
66,Not Disclosed,Prolific,2.875,4.666666667
66,Not Disclosed,Prolific,2.875,3.666666667
67,Disclosed,Prolific,3.625,4.666666667
67,Disclosed,Prolific,3.625,2.333333333
67,Disclosed,Prolific,3.625,3
67,Disclosed,Prolific,3.625,5
67,Disclosed,Prolific,3.625,5
67,Disclosed,Prolific,3.625,4.333333333
67,Disclosed,Prolific,3.625,5
67,Disclosed,Prolific,3.625,4.333333333
67,Disclosed,Prolific,3.625,5
67,Disclosed,Prolific,3.625,4.333333333
67,Disclosed,Prolific,3.625,4.666666667
67,Disclosed,Prolific,3.625,1.666666667
67,Disclosed,Prolific,3.625,2.333333333
67,Disclosed,Prolific,3.625,3.333333333
67,Disclosed,Prolific,3.625,2.666666667
67,Disclosed,Prolific,3.625,3
67,Disclosed,Prolific,3.625,3.333333333
67,Disclosed,Prolific,3.625,3
67,Disclosed,Prolific,3.625,5
67,Disclosed,Prolific,3.625,4
